record_id,product_id,clinic_id,quantity,transaction_date,linked_visit_id
SR0366,P007,your_clinic,3,2026-08-18,
SR0367,P007,your_clinic,4,2026-08-19,
SR0368,P007,your_clinic,6,2026-08-20,
SR0369,P007,your_clinic,7,2026-08-21,
SR0370,P007,your_clinic,5,2026-08-22,
SR0371,P007,your_clinic,3,2026-08-23,
SR0372,P007,your_clinic,3,2026-08-24,
SR0373,P007,your_clinic,2,2026-08-25,
SR0374,P007,your_clinic,8,2026-08-26,
SR0375,P007,your_clinic,3,2026-08-27,
SR0376,P007,your_clinic,4,2026-08-28,
SR0377,P007,your_clinic,5,2026-08-29,
SR0378,P007,your_clinic,4,2026-08-30,
SR0379,P007,your_clinic,3,2026-08-31,
SR0380,P007,your_clinic,2,2026-09-01,
SR0381,P007,your_clinic,1,2026-09-02,
SR0382,P007,your_clinic,4,2026-09-03,
SR0383,P007,your_clinic,5,2026-09-04,
SR0384,P007,your_clinic,3,2026-09-05,
SR0385,P008,your_clinic,9,2026-07-12,
SR0386,P008,your_clinic,14,2026-07-13,
SR0387,P008,your_clinic,8,2026-07-14,
SR0388,P008,your_clinic,11,2026-07-15,
SR0389,P008,your_clinic,5,2026-07-16,
SR0390,P008,your_clinic,10,2026-07-17,
SR0391,P008,your_clinic,5,2026-07-18,
SR0392,P008,your_clinic,8,2026-07-19,
SR0393,P008,your_clinic,17,2026-07-20,
SR0394,P008,your_clinic,10,2026-07-21,
SR0395,P008,your_clinic,5,2026-07-22,
SR0396,P008,your_clinic,8,2026-07-23,
SR0397,P008,your_clinic,2,2026-07-24,
SR0398,P008,your_clinic,8,2026-07-25,
SR0399,P008,your_clinic,10,2026-07-26,
SR0400,P008,your_clinic,9,2026-07-27,
SR0401,P008,your_clinic,6,2026-07-28,
SR0402,P008,your_clinic,7,2026-07-29,
SR0403,P008,your_clinic,9,2026-07-30,
SR0404,P008,your_clinic,7,2026-07-31,
SR0405,P008,your_clinic,6,2026-08-01,
SR0406,P008,your_clinic,16,2026-08-02,
SR0407,P008,your_clinic,10,2026-08-03,
SR0408,P008,your_clinic,5,2026-08-04,
SR0409,P008,your_clinic,10,2026-08-05,
SR0410,P008,your_clinic,5,2026-08-06,
SR0411,P008,your_clinic,7,2026-08-07,
SR0412,P008,your_clinic,13,2026-08-08,
SR0413,P008,your_clinic,8,2026-08-09,
SR0414,P008,your_clinic,12,2026-08-10,
SR0415,P008,your_clinic,7,2026-08-11,
SR0416,P008,your_clinic,12,2026-08-12,
SR0417,P008,your_clinic,12,2026-08-13,
SR0418,P008,your_clinic,13,2026-08-14,
SR0419,P008,your_clinic,10,2026-08-15,
SR0420,P008,your_clinic,6,2026-08-16,
SR0421,P008,your_clinic,9,2026-08-17,
SR0422,P008,your_clinic,9,2026-08-18,
SR0423,P008,your_clinic,7,2026-08-19,
SR0424,P008,your_clinic,6,2026-08-20,
SR0425,P008,your_clinic,10,2026-08-21,
SR0426,P008,your_clinic,11,2026-08-22,
SR0427,P008,your_clinic,11,2026-08-23,
SR0428,P008,your_clinic,5,2026-08-24,
SR0429,P008,your_clinic,6,2026-08-25,
SR0430,P008,your_clinic,8,2026-08-26,
SR0431,P008,your_clinic,11,2026-08-27,
SR0432,P008,your_clinic,11,2026-08-28,
SR0433,P008,your_clinic,8,2026-08-29,
SR0434,P008,your_clinic,12,2026-08-30,
SR0435,P008,your_clinic,10,2026-08-31,
SR0436,P008,your_clinic,5,2026-09-01,
SR0437,P008,your_clinic,5,2026-09-02,
SR0438,P008,your_clinic,8,2026-09-03,
SR0439,P008,your_clinic,7,2026-09-04,
SR0440,P008,your_clinic,6,2026-09-05,
SR0441,P009,your_clinic,13,2026-07-12,
SR0442,P009,your_clinic,15,2026-07-13,
SR0443,P009,your_clinic,13,2026-07-14,
SR0444,P009,your_clinic,12,2026-07-15,
SR0445,P009,your_clinic,15,2026-07-16,
SR0446,P009,your_clinic,15,2026-07-17,
SR0447,P009,your_clinic,8,2026-07-18,
SR0448,P009,your_clinic,12,2026-07-19,
SR0449,P009,your_clinic,10,2026-07-20,
SR0450,P009,your_clinic,19,2026-07-21,
SR0451,P009,your_clinic,17,2026-07-22,
SR0452,P009,your_clinic,17,2026-07-23,
SR0453,P009,your_clinic,13,2026-07-24,
SR0454,P009,your_clinic,21,2026-07-25,
SR0455,P009,your_clinic,8,2026-07-26,
SR0456,P009,your_clinic,15,2026-07-27,
SR0457,P009,your_clinic,25,2026-07-28,
SR0458,P009,your_clinic,12,2026-07-29,
SR0459,P009,your_clinic,18,2026-07-30,
SR0460,P009,your_clinic,13,2026-07-31,
SR0461,P009,your_clinic,15,2026-08-01,
SR0462,P009,your_clinic,15,2026-08-02,
SR0463,P009,your_clinic,11,2026-08-03,
SR0464,P009,your_clinic,12,2026-08-04,
SR0465,P009,your_clinic,12,2026-08-05,
SR0466,P009,your_clinic,16,2026-08-06,
SR0467,P009,your_clinic,25,2026-08-07,
SR0468,P009,your_clinic,11,2026-08-08,
SR0469,P009,your_clinic,18,2026-08-09,
SR0470,P009,your_clinic,17,2026-08-10,
SR0471,P009,your_clinic,11,2026-08-11,
SR0472,P009,your_clinic,19,2026-08-12,
SR0473,P009,your_clinic,14,2026-08-13,
SR0474,P009,your_clinic,12,2026-08-14,
SR0475,P009,your_clinic,12,2026-08-15,
SR0476,P009,your_clinic,20,2026-08-16,
SR0477,P009,your_clinic,9,2026-08-17,
SR0478,P009,your_clinic,17,2026-08-18,
SR0479,P009,your_clinic,13,2026-08-19,
SR0480,P009,your_clinic,14,2026-08-20,
SR0481,P009,your_clinic,24,2026-08-21,
SR0482,P009,your_clinic,14,2026-08-22,
SR0483,P009,your_clinic,12,2026-08-23,
SR0484,P009,your_clinic,14,2026-08-24,
SR0485,P009,your_clinic,12,2026-08-25,
SR0486,P009,your_clinic,22,2026-08-26,
SR0487,P009,your_clinic,15,2026-08-27,
SR0488,P009,your_clinic,5,2026-08-28,
SR0489,P009,your_clinic,13,2026-08-29,
SR0490,P009,your_clinic,16,2026-08-30,
SR0491,P009,your_clinic,16,2026-08-31,
SR0492,P009,your_clinic,19,2026-09-01,
SR0493,P009,your_clinic,14,2026-09-02,
SR0494,P009,your_clinic,14,2026-09-03,
SR0495,P009,your_clinic,15,2026-09-04,
SR0496,P009,your_clinic,12,2026-09-05,
SR0497,P010,your_clinic,4,2026-07-12,
SR0498,P010,your_clinic,11,2026-07-13,
SR0499,P010,your_clinic,3,2026-07-14,
SR0500,P010,your_clinic,1,2026-07-15,
SR0501,P010,your_clinic,5,2026-07-16,
SR0502,P010,your_clinic,2,2026-07-17,
SR0503,P010,your_clinic,11,2026-07-18,
SR0504,P010,your_clinic,9,2026-07-19,
SR0505,P010,your_clinic,6,2026-07-20,
SR0506,P010,your_clinic,7,2026-07-21,
SR0507,P010,your_clinic,12,2026-07-22,
SR0508,P010,your_clinic,11,2026-07-23,
SR0509,P010,your_clinic,3,2026-07-24,
SR0510,P010,your_clinic,8,2026-07-25,
SR0511,P010,your_clinic,7,2026-07-26,
SR0512,P010,your_clinic,8,2026-07-27,
SR0513,P010,your_clinic,5,2026-07-28,
SR0514,P010,your_clinic,7,2026-07-29,
SR0515,P010,your_clinic,6,2026-07-30,
SR0516,P010,your_clinic,8,2026-07-31,
SR0517,P010,your_clinic,5,2026-08-01,
SR0518,P010,your_clinic,7,2026-08-02,
SR0519,P010,your_clinic,5,2026-08-03,
SR0520,P010,your_clinic,6,2026-08-04,
SR0521,P010,your_clinic,5,2026-08-05,
SR0522,P010,your_clinic,10,2026-08-06,
SR0523,P010,your_clinic,9,2026-08-07,
SR0524,P010,your_clinic,9,2026-08-08,
SR0525,P010,your_clinic,2,2026-08-09,
SR0526,P010,your_clinic,6,2026-08-10,
SR0527,P010,your_clinic,6,2026-08-11,
SR0528,P010,your_clinic,4,2026-08-12,
SR0529,P010,your_clinic,5,2026-08-13,
SR0530,P010,your_clinic,10,2026-08-14,
SR0531,P010,your_clinic,7,2026-08-15,
SR0532,P010,your_clinic,10,2026-08-16,
SR0533,P010,your_clinic,5,2026-08-17,
SR0534,P010,your_clinic,5,2026-08-18,
SR0535,P010,your_clinic,6,2026-08-19,
SR0536,P010,your_clinic,7,2026-08-20,
SR0537,P010,your_clinic,10,2026-08-21,
SR0538,P010,your_clinic,8,2026-08-22,
SR0539,P010,your_clinic,10,2026-08-23,
SR0540,P010,your_clinic,3,2026-08-24,
SR0541,P010,your_clinic,5,2026-08-25,
SR0542,P010,your_clinic,4,2026-08-26,
SR0543,P010,your_clinic,4,2026-08-27,
SR0544,P010,your_clinic,7,2026-08-28,
SR0545,P010,your_clinic,9,2026-08-29,
SR0546,P010,your_clinic,5,2026-08-30,
SR0547,P010,your_clinic,5,2026-08-31,
SR0548,P010,your_clinic,7,2026-09-01,
SR0549,P010,your_clinic,12,2026-09-02,
SR0550,P010,your_clinic,5,2026-09-03,
SR0551,P010,your_clinic,6,2026-09-04,
SR0552,P010,your_clinic,8,2026-09-05,
SR0553,P011,your_clinic,9,2026-07-12,
SR0554,P011,your_clinic,12,2026-07-13,
SR0555,P011,your_clinic,13,2026-07-14,
SR0556,P011,your_clinic,8,2026-07-15,
SR0557,P011,your_clinic,11,2026-07-16,
SR0558,P011,your_clinic,14,2026-07-17,
SR0559,P011,your_clinic,12,2026-07-18,
SR0560,P011,your_clinic,14,2026-07-19,
SR0561,P011,your_clinic,15,2026-07-20,
SR0562,P011,your_clinic,13,2026-07-21,
SR0563,P011,your_clinic,8,2026-07-22,
SR0564,P011,your_clinic,17,2026-07-23,
SR0565,P011,your_clinic,18,2026-07-24,
SR0566,P011,your_clinic,14,2026-07-25,
SR0567,P011,your_clinic,18,2026-07-26,
SR0568,P011,your_clinic,15,2026-07-27,
SR0569,P011,your_clinic,13,2026-07-28,
SR0570,P011,your_clinic,11,2026-07-29,
SR0571,P011,your_clinic,12,2026-07-30,
SR0572,P011,your_clinic,11,2026-07-31,
SR0573,P011,your_clinic,20,2026-08-01,
SR0574,P011,your_clinic,11,2026-08-02,
SR0575,P011,your_clinic,17,2026-08-03,
SR0576,P011,your_clinic,19,2026-08-04,
SR0577,P011,your_clinic,19,2026-08-05,
SR0578,P011,your_clinic,18,2026-08-06,
SR0579,P011,your_clinic,23,2026-08-07,
SR0580,P011,your_clinic,14,2026-08-08,
